,
"2008-09-01 00:00:00","1"
"2008-10-01 00:00:00","1"
"2009-01-01 00:00:00","1"
"2009-04-01 00:00:00","1"
"2009-07-01 00:00:00","1"
"2009-10-01 00:00:00","1"
"2009-11-01 00:00:00","1"
"2009-12-01 00:00:00","1"
"2010-02-01 00:00:00","1"
"2010-03-01 00:00:00","2"
"2010-04-01 00:00:00","2"
"2010-06-01 00:00:00","4"
"2010-07-01 00:00:00","3"
"2010-08-01 00:00:00","2"
"2010-10-01 00:00:00","3"
"2010-11-01 00:00:00","3"
"2010-12-01 00:00:00","2"
"2011-01-01 00:00:00","1"
"2011-02-01 00:00:00","8"
"2011-04-01 00:00:00","1"
"2011-05-01 00:00:00","1"
"2011-06-01 00:00:00","2"
"2011-09-01 00:00:00","2"
"2011-10-01 00:00:00","1"
"2011-11-01 00:00:00","2"
"2012-01-01 00:00:00","1"
"2012-02-01 00:00:00","2"
"2012-05-01 00:00:00","1"
"2012-08-01 00:00:00","1"
"2012-11-01 00:00:00","2"
"2012-12-01 00:00:00","1"
"2013-03-01 00:00:00","2"
"2013-04-01 00:00:00","1"
"2013-08-01 00:00:00","1"
"2013-09-01 00:00:00","1"
"2013-10-01 00:00:00","1"
"2014-03-01 00:00:00","1"
"2014-06-01 00:00:00","1"
"2014-09-01 00:00:00","2"
"2014-11-01 00:00:00","3"
"2014-12-01 00:00:00","1"
"2015-01-01 00:00:00","1"
"2015-02-01 00:00:00","6"
"2015-03-01 00:00:00","4"
"2015-04-01 00:00:00","5"
"2015-05-01 00:00:00","3"
"2015-06-01 00:00:00","2"
"2015-07-01 00:00:00","5"
"2015-08-01 00:00:00","2"
"2015-09-01 00:00:00","3"
"2015-10-01 00:00:00","8"
"2015-11-01 00:00:00","2"
"2015-12-01 00:00:00","8"
"2016-01-01 00:00:00","38"
"2016-02-01 00:00:00","16"
"2016-03-01 00:00:00","14"
"2016-04-01 00:00:00","7"
"2016-05-01 00:00:00","11"
"2016-06-01 00:00:00","3"
"2016-07-01 00:00:00","2"
"2016-08-01 00:00:00","18"
"2016-09-01 00:00:00","8"
"2016-10-01 00:00:00","4"
"2016-11-01 00:00:00","12"
"2016-12-01 00:00:00","25"
"2017-01-01 00:00:00","25"
"2017-02-01 00:00:00","9"
"2017-03-01 00:00:00","10"
"2017-04-01 00:00:00","21"
"2017-05-01 00:00:00","15"
"2017-06-01 00:00:00","19"
"2017-07-01 00:00:00","36"
"2017-08-01 00:00:00","25"
"2017-09-01 00:00:00","15"
"2017-10-01 00:00:00","30"
"2017-11-01 00:00:00","32"
"2017-12-01 00:00:00","28"
"2018-01-01 00:00:00","20"
"2018-02-01 00:00:00","14"
"2018-03-01 00:00:00","31"
"2018-04-01 00:00:00","22"